temp,energy
3.31407,-0.708582511
3.321608,-0.706488196
3.329146,-0.70629781
3.336683,-0.704068452
3.344221,-0.700184581
3.351759,-0.698317025
3.359296,-0.696520797
3.366834,-0.694938587
3.374372,-0.694306563
3.38191,-0.688947968
3.389447,-0.6899439
3.396985,-0.686725986
3.404523,-0.683589542
3.41206,-0.682075095
3.419598,-0.682472937
3.427136,-0.676459504
3.434673,-0.678875956
3.442211,-0.677195816
3.449749,-0.669341025
3.457286,-0.670999696
3.464824,-0.669362879
3.472362,-0.665532889
3.479899,-0.667480328
3.487437,-0.662819908
3.494975,-0.659244324
3.502513,-0.65972619
3.51005,-0.658215343
3.517588,-0.653630202
3.525126,-0.65002197
3.532663,-0.653254771
3.540201,-0.649498338
3.547739,-0.649404028
3.555276,-0.646372665
3.562814,-0.643755071
3.570352,-0.642570643
3.577889,-0.643226515
3.585427,-0.638565473
3.592965,-0.637324484
3.600503,-0.636123948
3.60804,-0.63362981
3.615578,-0.63305164
3.623116,-0.631252913
3.630653,-0.631794815
3.638191,-0.62823998
3.645729,-0.624691688
3.653266,-0.624375155
3.660804,-0.624055936
3.668342,-0.621528949
3.675879,-0.617850599
3.683417,-0.615212901
3.690955,-0.617358699
3.698492,-0.615348693
3.70603,-0.611448328
3.713568,-0.609282438
3.721106,-0.609629794
3.728643,-0.609778274
3.736181,-0.608901858
3.743719,-0.607244513
3.751256,-0.604926983
3.758794,-0.601623039
3.766332,-0.599512681
3.773869,-0.599796088
3.781407,-0.597249534
3.788945,-0.595908132
3.796482,-0.595518222
3.80402,-0.59378207
3.811558,-0.590355315
3.819095,-0.59195379
3.826633,-0.587442931
3.834171,-0.587394174
3.841709,-0.586985029
3.849246,-0.584946354
3.856784,-0.58087956
3.864322,-0.582205754
3.871859,-0.577310274
3.879397,-0.577643904
3.886935,-0.578562883
3.894472,-0.575943872
3.90201,-0.575005966
3.909548,-0.573275499
3.917085,-0.571540128
3.924623,-0.570644252
3.932161,-0.571157918
3.939698,-0.570299015
3.947236,-0.566113209
3.954774,-0.563131928
3.962312,-0.565177614
3.969849,-0.562418182
3.977387,-0.562865069
3.984925,-0.558661694
3.992462,-0.558846699
4,-0.557955728
